# donor history coverage ledger
# forge_commit=78fad4069d778996c24ecf5acc5cbe0e1edea7a
# donor_commit=cc2d69425beea2c93a4000e44d49381deba8eed2
# total_rows=525
# disposition_counts={"rejected non scope item":334,"adapted later":191}
history_id	donor_commit	full_commit	short_commit	observed_date	message	applicability	disposition	requirement_id	phase_id	task_id	regression_id	evidence
HISTORY-0400	cc2d69425beea2c93a4000e44d49381deba8eed2	c637fa28b5ed048bd617fa3e1c225765226a18d6	c637fa2	2026-09-03T00:38:17-05:00	bind migration artifact evidence.	non_product	rejected non scope item	CORE-REQ-002	CORE-PHASE-001	P001-TASK-003	REG-P000-HISTORY-0400	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 c637fa28b5ed048bd617fa3e1c225765226a18d6
HISTORY-0401	cc2d69425beea2c93a4000e44d49381deba8eed2	1aae025b66a05e7adb433d16ec2a969c50032231	1aae025	2026-09-03T00:37:26-05:00	test settlement schema migration.	applicable	adapted later	CORE-REQ-002	CORE-PHASE-001	P001-TASK-003	REG-P000-HISTORY-0401	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 1aae025b66a05e7adb433d16ec2a969c50032231
HISTORY-0402	cc2d69425beea2c93a4000e44d49381deba8eed2	dcc11f08dfdbea0c43fe1c89cabbd093659886ec	dcc11f0	2026-09-03T00:36:17-05:00	record settlement smoke evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0402	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 dcc11f08dfdbea0c43fe1c89cabbd093659886ec
HISTORY-0403	cc2d69425beea2c93a4000e44d49381deba8eed2	47b05919f5afef24b8f2ebad2df842ef639c2989	47b0591	2026-09-03T00:32:55-05:00	bind settlement artifact evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0403	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 47b05919f5afef24b8f2ebad2df842ef639c2989
HISTORY-0404	cc2d69425beea2c93a4000e44d49381deba8eed2	4b9f30f0da8ac3197e2c730de8a886da697f2806	4b9f30f	2026-09-03T00:31:59-05:00	harden player shop settlement persistence.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0404	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 4b9f30f0da8ac3197e2c730de8a886da697f2806
HISTORY-0405	cc2d69425beea2c93a4000e44d49381deba8eed2	eb8c1b4288dff0820bd89118c92c48e038924fd0	eb8c1b4	2026-09-03T00:19:46-05:00	bind escrow artifact evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0405	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 eb8c1b4288dff0820bd89118c92c48e038924fd0
HISTORY-0406	cc2d69425beea2c93a4000e44d49381deba8eed2	eaa7c0feb6774e68ce9e1cf9f90acaf213b83ee6	eaa7c0f	2026-09-03T00:19:15-05:00	tighten escrow completion state.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0406	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 eaa7c0feb6774e68ce9e1cf9f90acaf213b83ee6
HISTORY-0407	cc2d69425beea2c93a4000e44d49381deba8eed2	f29dcdb7b83b70615e28dabb79c49844f3d7186d	f29dcdb	2026-09-03T00:16:49-05:00	add escrow persistence tests.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0407	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 f29dcdb7b83b70615e28dabb79c49844f3d7186d
HISTORY-0408	cc2d69425beea2c93a4000e44d49381deba8eed2	a5e70960f0ab8cc04edd237fdf074a6bbbe01b05	a5e7096	2026-09-03T00:07:14-05:00	bind barter escrow artifact evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0408	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 a5e70960f0ab8cc04edd237fdf074a6bbbe01b05
HISTORY-0409	cc2d69425beea2c93a4000e44d49381deba8eed2	c612ab0e8f003d5f061fe8ef3fffa3cf8add48c0	c612ab0	2026-09-03T00:06:40-05:00	durable player shop barter escrow.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0409	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 c612ab0e8f003d5f061fe8ef3fffa3cf8add48c0
HISTORY-0410	cc2d69425beea2c93a4000e44d49381deba8eed2	076a34c82c3446374f57deacf933109504b7bc13	076a34c	2026-09-02T23:49:13-05:00	extend recovery security review.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0410	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 076a34c82c3446374f57deacf933109504b7bc13
HISTORY-0411	cc2d69425beea2c93a4000e44d49381deba8eed2	73a947682ba1820d3a8aead9f8c76534d62e2bd7	73a9476	2026-09-02T23:47:41-05:00	record startup recovery proof.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0411	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 73a947682ba1820d3a8aead9f8c76534d62e2bd7
HISTORY-0412	cc2d69425beea2c93a4000e44d49381deba8eed2	33db8969ccf508651603f5499796288fd352d113	33db896	2026-09-02T23:46:20-05:00	reconcile pending records on startup.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0412	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 33db8969ccf508651603f5499796288fd352d113
HISTORY-0413	cc2d69425beea2c93a4000e44d49381deba8eed2	6dad5c9b330d872d320de466ffd8577560e51cad	6dad5c9	2026-09-02T23:44:31-05:00	record clean server shutdown.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0413	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 6dad5c9b330d872d320de466ffd8577560e51cad
HISTORY-0414	cc2d69425beea2c93a4000e44d49381deba8eed2	0295a9cd9c902e964b3f6c2d82dd73c6a2c449b1	0295a9c	2026-09-02T23:42:42-05:00	bind custody artifact proof.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0414	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0295a9cd9c902e964b3f6c2d82dd73c6a2c449b1
HISTORY-0415	cc2d69425beea2c93a4000e44d49381deba8eed2	92cc39cc17d7c5a617fb59b02d7a772e5e338a17	92cc39c	2026-09-02T23:42:06-05:00	bind player shop custody identity.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0415	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 92cc39cc17d7c5a617fb59b02d7a772e5e338a17
HISTORY-0416	cc2d69425beea2c93a4000e44d49381deba8eed2	ae493a6a616b2706d90d842eddc724c22ae645c9	ae493a6	2026-09-02T23:38:42-05:00	record barter refund proof.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0416	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 ae493a6a616b2706d90d842eddc724c22ae645c9
HISTORY-0417	cc2d69425beea2c93a4000e44d49381deba8eed2	d828db586388b31e077cdf6f466a5a0a6d377686	d828db5	2026-09-02T23:36:21-05:00	prevent barter refund duplication.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0417	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 d828db586388b31e077cdf6f466a5a0a6d377686
HISTORY-0418	cc2d69425beea2c93a4000e44d49381deba8eed2	0df19b9ba59d27d86d20c7885754d57d4d1466e8	0df19b9	2026-09-02T23:32:02-05:00	record barter security review.	non_product	rejected non scope item	CORE-REQ-002	CORE-PHASE-001	P001-TASK-003	REG-P000-HISTORY-0418	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0df19b9ba59d27d86d20c7885754d57d4d1466e8
HISTORY-0419	cc2d69425beea2c93a4000e44d49381deba8eed2	ac120053977753616abb99e4c9e8dde9780ab258	ac12005	2026-09-02T23:28:50-05:00	record barter rollback proof.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0419	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 ac120053977753616abb99e4c9e8dde9780ab258
HISTORY-0420	cc2d69425beea2c93a4000e44d49381deba8eed2	4ad3a2009b442082150c992443a8dd49554457be	4ad3a20	2026-09-02T23:28:10-05:00	fix player shop barter rollback.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0420	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 4ad3a2009b442082150c992443a8dd49554457be
HISTORY-0421	cc2d69425beea2c93a4000e44d49381deba8eed2	c3c8b95a3e922f1cef72a1cb02efd25f2d16f66e	c3c8b95	2026-09-02T23:19:17-05:00	record gametest economy proof	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0421	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 c3c8b95a3e922f1cef72a1cb02efd25f2d16f66e
HISTORY-0422	cc2d69425beea2c93a4000e44d49381deba8eed2	2c6b3a44b38f57e51f4f7affa28eb0ee7718a372	2c6b3a4	2026-09-02T23:17:52-05:00	add game test economy proof	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0422	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 2c6b3a44b38f57e51f4f7affa28eb0ee7718a372
HISTORY-0423	cc2d69425beea2c93a4000e44d49381deba8eed2	4e6d96ece3ea5e253b1d4c37fe206c9b17ab760f	4e6d96e	2026-09-02T23:03:36-05:00	rebind recovery artifact evidence.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0423	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 4e6d96ece3ea5e253b1d4c37fe206c9b17ab760f
HISTORY-0424	cc2d69425beea2c93a4000e44d49381deba8eed2	78d6ce26e67e1b65acb76ecaa477bb83023e8b92	78d6ce2	2026-09-02T23:02:53-05:00	preserve receipts during recovery.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0424	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 78d6ce26e67e1b65acb76ecaa477bb83023e8b92
HISTORY-0425	cc2d69425beea2c93a4000e44d49381deba8eed2	2bafe1683ce5d99cc24a6ef279e58d9533772527	2bafe16	2026-09-02T23:01:22-05:00	record artifact class scan.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0425	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 2bafe1683ce5d99cc24a6ef279e58d9533772527
HISTORY-0426	cc2d69425beea2c93a4000e44d49381deba8eed2	77890a450f6d726ac03e0c084417bee4ff0c6c01	77890a4	2026-09-02T22:59:47-05:00	record recovery event evidence.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0426	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 77890a450f6d726ac03e0c084417bee4ff0c6c01
HISTORY-0427	cc2d69425beea2c93a4000e44d49381deba8eed2	831427d34810ac76e958457b66be11a80dea9365	831427d	2026-09-02T22:59:11-05:00	publish recovered balance events.	applicable	adapted later	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-HISTORY-0427	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 831427d34810ac76e958457b66be11a80dea9365
HISTORY-0428	cc2d69425beea2c93a4000e44d49381deba8eed2	bd8cf940f6cb71c929925ed796f6ba0ddac63a6e	bd8cf94	2026-09-02T22:56:07-05:00	record transfer compensation proof.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0428	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 bd8cf940f6cb71c929925ed796f6ba0ddac63a6e
HISTORY-0429	cc2d69425beea2c93a4000e44d49381deba8eed2	304efeb898aa46decf996a35959905f725f5b1dc	304efeb	2026-09-02T22:55:55-05:00	test transfer compensation direction.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0429	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 304efeb898aa46decf996a35959905f725f5b1dc
HISTORY-0430	cc2d69425beea2c93a4000e44d49381deba8eed2	9232d0b6d1dc5ef079ba68ea9bc4f903c52cbb36	9232d0b	2026-09-02T22:53:35-05:00	record compensation lineage evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0430	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 9232d0b6d1dc5ef079ba68ea9bc4f903c52cbb36
HISTORY-0431	cc2d69425beea2c93a4000e44d49381deba8eed2	0c5c30cd6b8f10d4f734ff8366d305c0586bed2b	0c5c30c	2026-09-02T22:52:57-05:00	link compensation requests to parent legs.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0431	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0c5c30cd6b8f10d4f734ff8366d305c0586bed2b
HISTORY-0432	cc2d69425beea2c93a4000e44d49381deba8eed2	7be186247fea6a99a597715d4099d8b183d918a7	7be1862	2026-09-02T22:49:09-05:00	rebind lifecycle artifact evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0432	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 7be186247fea6a99a597715d4099d8b183d918a7
HISTORY-0433	cc2d69425beea2c93a4000e44d49381deba8eed2	dc583ee2bbe34c1c849415ef20086db15a82649d	dc583ee	2026-09-02T22:46:26-05:00	scope internal receipt recovery.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0433	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 dc583ee2bbe34c1c849415ef20086db15a82649d
HISTORY-0434	cc2d69425beea2c93a4000e44d49381deba8eed2	aaaff78c8c32b9846c85bee7883c9718d396b4e3	aaaff78	2026-09-02T22:45:33-05:00	rebind deposit artifact evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0434	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 aaaff78c8c32b9846c85bee7883c9718d396b4e3
HISTORY-0435	cc2d69425beea2c93a4000e44d49381deba8eed2	ac4b4a69c886c4fcf1dc1908794ce799bb37d533	ac4b4a6	2026-09-02T22:44:56-05:00	bind deposit custody quantities.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0435	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 ac4b4a69c886c4fcf1dc1908794ce799bb37d533
HISTORY-0436	cc2d69425beea2c93a4000e44d49381deba8eed2	f6a0aeebedfffbfa4cd2f1f1f7ca5cfa8aeb6f5a	f6a0aee	2026-09-02T22:41:14-05:00	record final server smoke.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0436	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 f6a0aeebedfffbfa4cd2f1f1f7ca5cfa8aeb6f5a
HISTORY-0437	cc2d69425beea2c93a4000e44d49381deba8eed2	94a490a0cc211f45febbf66eec2667a101762ebf	94a490a	2026-09-02T22:39:37-05:00	record physical money evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0437	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 94a490a0cc211f45febbf66eec2667a101762ebf
HISTORY-0438	cc2d69425beea2c93a4000e44d49381deba8eed2	10d43c68dfb89e3bddca3a4957266a7aaa8f02bb	10d43c6	2026-09-02T22:38:51-05:00	route physical money through custody.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0438	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 10d43c68dfb89e3bddca3a4957266a7aaa8f02bb
HISTORY-0439	cc2d69425beea2c93a4000e44d49381deba8eed2	1d81849244a5a6e5e384f591c08197ed781ec29b	1d81849	2026-09-02T22:29:57-05:00	rebind receipt artifact evidence.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0439	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 1d81849244a5a6e5e384f591c08197ed781ec29b
HISTORY-0440	cc2d69425beea2c93a4000e44d49381deba8eed2	0438cc8c0bd09cf9cf134351400964cdccc5ffc8	0438cc8	2026-09-02T22:29:24-05:00	persist internal economy receipts.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0440	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0438cc8c0bd09cf9cf134351400964cdccc5ffc8
HISTORY-0441	cc2d69425beea2c93a4000e44d49381deba8eed2	0b38dc7dd2403f64b33ad4f04205baa03141c13e	0b38dc7	2026-09-02T22:24:53-05:00	rebind custody artifact evidence.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0441	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0b38dc7dd2403f64b33ad4f04205baa03141c13e
HISTORY-0442	cc2d69425beea2c93a4000e44d49381deba8eed2	c9111a21a3fe9cacdd186d012a819f5e706d6ba5	c9111a2	2026-09-02T22:23:47-05:00	durable admin balance adjustments.	applicable	adapted later	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-HISTORY-0442	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 c9111a21a3fe9cacdd186d012a819f5e706d6ba5
HISTORY-0443	cc2d69425beea2c93a4000e44d49381deba8eed2	cf02aa45f700fdf41d285e73d7b3bce6dddd58be	cf02aa4	2026-09-02T22:12:07-05:00	record leaderboard availability evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0443	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 cf02aa45f700fdf41d285e73d7b3bce6dddd58be
HISTORY-0444	cc2d69425beea2c93a4000e44d49381deba8eed2	495d144f03cb3600c1c1b1f93be03fa04ae61302	495d144	2026-09-02T22:11:36-05:00	label external leaderboard availability.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0444	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 495d144f03cb3600c1c1b1f93be03fa04ae61302
HISTORY-0445	cc2d69425beea2c93a4000e44d49381deba8eed2	4c00f43bb8f7e668f490d2bb597cf1d29547eb47	4c00f43	2026-09-02T22:09:17-05:00	bind leaderboard evidence artifact.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0445	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 4c00f43bb8f7e668f490d2bb597cf1d29547eb47
HISTORY-0446	cc2d69425beea2c93a4000e44d49381deba8eed2	49cbaac3fd221ad2350b9ecc7a4f1208d7ce296b	49cbaac	2026-09-02T22:08:49-05:00	preserve balance leaderboard availability.	applicable	adapted later	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-HISTORY-0446	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 49cbaac3fd221ad2350b9ecc7a4f1208d7ce296b
HISTORY-0447	cc2d69425beea2c93a4000e44d49381deba8eed2	d87e811b992ed0dc7ea610f3d2a48a8b87d77b0d	d87e811	2026-09-02T21:59:11-05:00	record economy availability evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0447	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 d87e811b992ed0dc7ea610f3d2a48a8b87d77b0d
HISTORY-0448	cc2d69425beea2c93a4000e44d49381deba8eed2	cfadc50bf0385f394ef277d24165a8464e9b783a	cfadc50	2026-09-02T21:54:57-05:00	preserve balance event reasons.	applicable	adapted later	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-HISTORY-0448	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 cfadc50bf0385f394ef277d24165a8464e9b783a
HISTORY-0449	cc2d69425beea2c93a4000e44d49381deba8eed2	f8fa7dd5d9186c8e9b30058d80a25a4a2ff3919a	f8fa7dd	2026-09-02T21:54:12-05:00	publish confirmed balance events.	applicable	adapted later	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-HISTORY-0449	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 f8fa7dd5d9186c8e9b30058d80a25a4a2ff3919a
HISTORY-0450	cc2d69425beea2c93a4000e44d49381deba8eed2	3be629bf312a3f351cf72f785e71361ca821c619	3be629b	2026-09-02T21:51:16-05:00	gate unavailable economy commands.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0450	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 3be629bf312a3f351cf72f785e71361ca821c619
HISTORY-0451	cc2d69425beea2c93a4000e44d49381deba8eed2	a704064f689f68df8548a179e8d518a10e3fb5ea	a704064	2026-09-02T21:43:38-05:00	expose typed economy availability	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0451	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 a704064f689f68df8548a179e8d518a10e3fb5ea
HISTORY-0452	cc2d69425beea2c93a4000e44d49381deba8eed2	51581f523d97f50d7248b392efb6a85ba7745158	51581f5	2026-09-02T21:34:35-05:00	persist intent before custody	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0452	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 51581f523d97f50d7248b392efb6a85ba7745158
HISTORY-0453	cc2d69425beea2c93a4000e44d49381deba8eed2	b21661b862ba1a4eb9a244ade68122f2efad4e33	b21661b	2026-09-02T21:26:03-05:00	bind custody artifact evidence.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0453	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 b21661b862ba1a4eb9a244ade68122f2efad4e33
HISTORY-0454	cc2d69425beea2c93a4000e44d49381deba8eed2	e5680539e2494c10af1c9e1edc3be7b0decc529b	e568053	2026-09-02T21:24:58-05:00	protect player shop buyer custody.	applicable	adapted later	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0454	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 e5680539e2494c10af1c9e1edc3be7b0decc529b
HISTORY-0455	cc2d69425beea2c93a4000e44d49381deba8eed2	95385c6a977d77c1a48f6040167cbd15cf881225	95385c6	2026-09-02T21:21:32-05:00	bound settlement value arithmetic.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0455	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 95385c6a977d77c1a48f6040167cbd15cf881225
HISTORY-0456	cc2d69425beea2c93a4000e44d49381deba8eed2	cb5d60b4bea09f4b862583f09b912f72917af5c2	cb5d60b	2026-09-02T21:19:29-05:00	record player shop routing evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0456	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 cb5d60b4bea09f4b862583f09b912f72917af5c2
HISTORY-0457	cc2d69425beea2c93a4000e44d49381deba8eed2	0ad49e761baa46f691e7d495966a132d37f471f1	0ad49e7	2026-09-02T21:18:08-05:00	route player shop value through coordinator.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0457	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0ad49e761baa46f691e7d495966a132d37f471f1
